corridor,pk_cum,X,Y,gml_id,cleabs,date_creation,date_modification,date_d_apparition,date_de_confirmation,sources,identifiants_sources,route,numero,abscisse,ordre,cote,statut,type_de_pr,libelle,identifiant_de_section,code_insee_du_departement,lien_vers_route_nommee,gestionnaire
a40,192.639,6.63686328,45.95127451,,POIN_REP0000002330666047,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,8,8000,8,D,PR valide,PR,74PR8DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,193.636,6.63976106,45.94254451,,POIN_REP0000002330666078,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,7,7000,7,D,PR valide,PR,74PR7DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,194.659,6.64518623,45.93416567,,POIN_REP0000002330666083,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,6,6000,6,D,PR valide,PR,74PR6DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,195.636,6.65183859,45.92670784,,POIN_REP0000002330666052,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,5,5000,5,D,PR valide,PR,74PR5DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,196.623,6.66299731,45.92242193,,POIN_REP0000002330666169,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,4,4000,4,D,PR valide,PR,74PR4DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,197.619,6.67409988,45.91791943,,POIN_REP0000002330666160,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,3,3000,3,D,PR valide,PR,74PR3DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,198.621,6.68604139,45.91443865,,POIN_REP0000002330666176,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,2,2000,2,D,PR valide,PR,74PR2DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,199.613,6.69754173,45.91052476,,POIN_REP0000002330666153,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,1,1000,1,D,PR valide,PR,74PR1DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,200.566,6.70980247,45.90981382,,POIN_REP0000002330666233,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,0,0,0,D,PR0 valide,PR0,74PR0DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
d1212,0.000,6.63127745,45.93602931,,POIN_REP0000002488505464,2025/02/05 09:08:49.051+00,,,2024/07/23,CD74 2024,,D1212,0,141,0.14,G,PR valide,DS,0 - D1212G,74-D1212-G-4,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,0.840,6.63162989,45.92848461,,POIN_REP0000002008856716,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,1,1054,1.05,U,PR valide,PR,1 - D1212,74-D1212-U-2,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,1.635,6.63531465,45.92182079,,POIN_REP0000002008856725,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,2,1975,1.98,U,PR valide,PR,2 - D1212,74-D1212-U-2,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,2.536,6.63579362,45.91373743,,POIN_REP0000002008856718,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,3,2925,2.93,U,PR valide,PR,3 - D1212,74-D1212-U-2,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,3.231,6.64012234,45.90826244,,POIN_REP0000002008856728,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,4,3931,3.93,U,PR valide,PR,4 - D1212,74-D1212-U-2,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,4.078,6.64713785,45.90242655,,POIN_REP0000002008856731,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,5,4927,4.93,U,PR valide,PR,5 - D1212,74-D1212-U-2,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,4.650,6.64909368,45.89747032,,POIN_REP0000002008856727,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,6,5921,5.92,U,PR valide,PR,6 - D1212,74-D1212-U-2,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,5.277,6.64134295,45.89908602,,POIN_REP0000002008856715,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,7,6920,6.92,U,PR valide,PR,7 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,6.236,6.64522651,45.89090815,,POIN_REP0000002008856721,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,8,7941,7.94,U,PR valide,PR,8 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,7.101,6.64251046,45.88337126,,POIN_REP0000002008856730,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,9,8834,8.83,U,PR valide,PR,9 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,8.183,6.63466835,45.875335,,POIN_REP0000002344934461,2024/04/09 09:48:30.247+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,10,9958,9.96,U,PR valide,PR,10 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,9.075,6.62824595,45.86867967,,POIN_REP0000002008856723,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,11,10897,10.9,U,PR valide,PR,11 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,10.065,6.62255084,45.86071795,,POIN_REP0000002008856724,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,12,11891,11.89,U,PR valide,PR,12 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,11.037,6.61085759,45.85758313,,POIN_REP0000002008856722,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,13,12919,12.92,U,PR valide,PR,13 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,11.737,6.60479952,45.85291164,,POIN_REP0000002008856726,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,14,13770,13.77,U,PR valide,PR,14 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,12.573,6.59648982,45.84813312,,POIN_REP0000002008856732,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,15,14755,14.76,U,PR valide,PR,15 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,13.493,6.58773526,45.8425605,,POIN_REP0000002008856720,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,16,15727,15.73,U,PR valide,PR,16 - D1212,74-D1212-U-6,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,14.513,6.57562666,45.83897299,,POIN_REP0000002008856719,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,17,16755,16.76,U,PR valide,PR,17 - D1212,74-D1212-U-3,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,15.487,6.56453705,45.83486441,,POIN_REP0000002008856729,2018/02/19 14:15:34.827+00,2025/02/05 09:09:19.913+00,,2024/07/23,CD74 2024,,D1212,18,17738,17.74,U,PR valide,PR,18 - D1212,74-D1212-U-3,74,ROUTNOMM0000000067808776,Haute-Savoie
d1212,16.448,6.55305198,45.83163618,,POIN_REP0000002488505770,2025/02/05 09:08:49.051+00,,,2024/07/23,CD74 2024,,D1212,999,18737,18.74,U,PR valide,PRF,18 - D1212,74-D1212-U-3,74,ROUTNOMM0000000067808776,Haute-Savoie
