corridor,route,pk,lat,lon,speed_kmh,source
a40,A40,119.04422,46.088328,5.928177,74,trace
a40,A40,119.05385,46.088294,5.928298,75,trace
a40,A40,119.06348,46.088261,5.928418,76,trace
a40,A40,119.07314,46.088229,5.928539,77,trace
a40,A40,119.08280,46.088196,5.928659,77,trace
a40,A40,119.09247,46.088164,5.928780,77,trace
a40,A40,119.10214,46.088132,5.928901,77,trace
a40,A40,119.11177,46.088098,5.929021,77,trace
a40,A40,119.12139,46.088065,5.929141,78,trace
a40,A40,119.13104,46.088032,5.929262,79,trace
a40,A40,119.14070,46.087999,5.929383,79,trace
a40,A40,119.15035,46.087966,5.929503,80,trace
a40,A40,119.19853,46.087800,5.930105,84,trace
a40,A40,119.24694,46.087641,5.930711,85,trace
a40,A40,119.29557,46.087491,5.931321,86,trace
a40,A40,119.34454,46.087353,5.931937,86,trace
a40,A40,119.39400,46.087241,5.932564,85,trace
a40,A40,119.44372,46.087153,5.933198,86,trace
a40,A40,119.49368,46.087092,5.933840,87,trace
a40,A40,119.54347,46.087082,5.934487,90,trace
a40,A40,119.59294,46.087093,5.935134,94,trace
a40,A40,119.64174,46.087140,5.935778,98,trace
a40,A40,119.68960,46.087220,5.936414,98,trace
a40,A40,119.73620,46.087335,5.937040,98,trace
a40,A40,119.78140,46.087480,5.937652,98,trace
a40,A40,119.82403,46.087659,5.938246,100,trace
a40,A40,119.85942,46.087863,5.938823,106,trace
a40,A40,119.90922,46.088098,5.939375,114,trace
a40,A40,119.95914,46.088348,5.939913,120,trace
a40,A40,120.00899,46.088609,5.940440,126,trace
a40,A40,120.05877,46.088877,5.940960,132,trace
a40,A40,120.10854,46.089146,5.941478,132,trace
a40,A40,120.15840,46.089404,5.942008,132,trace
a40,A40,120.20834,46.089651,5.942549,133,trace
a40,A40,120.25828,46.089872,5.943113,133,trace
a40,A40,120.30806,46.090076,5.943689,133,trace
a40,A40,120.35771,46.090267,5.944275,133,trace
a40,A40,120.40720,46.090448,5.944868,134,trace
a40,A40,120.45664,46.090626,5.945463,134,trace
a40,A40,120.50611,46.090805,5.946056,133,trace
a40,A40,120.55584,46.091003,5.946638,133,trace
a40,A40,120.60571,46.091217,5.947207,133,trace
a40,A40,120.65565,46.091445,5.947764,134,trace
a40,A40,120.70556,46.091699,5.948299,134,trace
a40,A40,120.75529,46.091970,5.948815,132,trace
a40,A40,120.80476,46.092252,5.949318,130,trace
a40,A40,120.85351,46.092555,5.949797,130,trace
a40,A40,120.90226,46.092857,5.950276,130,trace
a40,A40,120.95101,46.093160,5.950754,130,trace
a40,A40,120.99984,46.093450,5.951248,130,trace
a40,A40,121.04874,46.093730,5.951755,130,trace
a40,A40,121.09765,46.094009,5.952262,130,trace
a40,A40,121.14655,46.094289,5.952769,130,trace
a40,A40,121.19545,46.094568,5.953276,130,trace
a40,A40,121.24435,46.094848,5.953783,130,trace
a40,A40,121.29402,46.095087,5.954330,130,trace
a40,A40,121.34394,46.095305,5.954896,130,trace
a40,A40,121.39395,46.095503,5.955477,130,trace
a40,A40,121.44369,46.095663,5.956082,129,trace
a40,A40,121.49308,46.095800,5.956698,129,trace
a40,A40,121.54209,46.095916,5.957324,130,trace
a40,A40,121.59045,46.096007,5.957958,130,trace
a40,A40,121.63845,46.096086,5.958595,130,trace
a40,A40,121.68617,46.096157,5.959235,130,trace
a40,A40,121.73385,46.096226,5.959875,129,trace
a40,A40,121.78169,46.096295,5.960515,129,trace
a40,A40,121.82971,46.096366,5.961155,130,trace
a40,A40,121.87801,46.096447,5.961792,129,trace
a40,A40,121.92663,46.096538,5.962426,129,trace
a40,A40,121.97544,46.096637,5.963058,129,trace
a40,A40,122.02447,46.096744,5.963687,129,trace
a40,A40,122.07378,46.096865,5.964310,129,trace
a40,A40,122.12333,46.097002,5.964927,129,trace
a40,A40,122.17313,46.097155,5.965536,129,trace
a40,A40,122.22308,46.097325,5.966135,129,trace
a40,A40,122.27307,46.097510,5.966725,129,trace
a40,A40,122.32309,46.097707,5.967307,130,trace
a40,A40,122.37307,46.097916,5.967881,129,trace
a40,A40,122.42295,46.098138,5.968444,129,trace
a40,A40,122.47273,46.098368,5.969000,129,trace
a40,A40,122.52237,46.098609,5.969547,130,trace
a40,A40,122.57171,46.098865,5.970079,130,trace
a40,A40,122.62083,46.099130,5.970602,130,trace
a40,A40,122.66971,46.099404,5.971115,130,trace
a40,A40,122.71816,46.099691,5.971613,130,trace
a40,A40,122.76507,46.099986,5.972101,130,trace
a40,A40,122.81114,46.100291,5.972577,130,trace
a40,A40,122.86111,46.100608,5.973036,130,trace
a40,A40,122.91106,46.100929,5.973489,130,trace
a40,A40,122.96097,46.101254,5.973936,130,trace
a40,A40,123.01082,46.101585,5.974374,130,trace
a40,A40,123.06069,46.101915,5.974813,130,trace
a40,A40,123.11056,46.102244,5.975254,130,trace
a40,A40,123.16047,46.102571,5.975698,130,trace
a40,A40,123.21041,46.102892,5.976151,130,trace
a40,A40,123.26038,46.103208,5.976612,130,trace
a40,A40,123.31037,46.103516,5.977083,129,trace
a40,A40,123.36036,46.103821,5.977558,129,trace
a40,A40,123.41033,46.104121,5.978040,129,trace
a40,A40,123.46028,46.104415,5.978530,129,trace
a40,A40,123.51015,46.104700,5.979030,130,trace
a40,A40,123.56004,46.104986,5.979531,130,trace
a40,A40,123.60991,46.105271,5.980031,130,trace
a40,A40,123.65976,46.105553,5.980535,130,trace
a40,A40,123.70965,46.105840,5.981034,130,trace
a40,A40,123.75909,46.106129,5.981529,130,trace
a40,A40,123.80769,46.106424,5.982018,130,trace
a40,A40,123.85715,46.106723,5.982501,130,trace
a40,A40,123.90680,46.107028,5.982976,130,trace
a40,A40,123.95657,46.107340,5.983442,130,trace
a40,A40,124.00649,46.107665,5.983891,130,trace
a40,A40,124.05645,46.107994,5.984330,130,trace
a40,A40,124.10644,46.108329,5.984762,130,trace
a40,A40,124.15645,46.108673,5.985178,130,trace
a40,A40,124.20642,46.109025,5.985581,130,trace
a40,A40,124.25637,46.109382,5.985974,130,trace
a40,A40,124.30628,46.109742,5.986361,130,trace
a40,A40,124.35616,46.110105,5.986744,129,trace
a40,A40,124.40604,46.110467,5.987127,129,trace
a40,A40,124.45592,46.110830,5.987509,129,trace
a40,A40,124.50580,46.111192,5.987891,129,trace
a40,A40,124.55570,46.111554,5.988276,129,trace
a40,A40,124.60561,46.111913,5.988664,129,trace
a40,A40,124.65557,46.112270,5.989059,129,trace
a40,A40,124.70554,46.112623,5.989458,129,trace
a40,A40,124.75559,46.112975,5.989862,129,trace
a40,A40,124.80592,46.113322,5.990272,129,trace
a40,A40,124.85528,46.113664,5.990692,129,trace
a40,A40,124.90439,46.114002,5.991120,129,trace
a40,A40,124.95367,46.114334,5.991556,129,trace
a40,A40,125.00321,46.114655,5.992009,129,trace
a40,A40,125.05285,46.114971,5.992469,129,trace
a40,A40,125.10257,46.115282,5.992936,129,trace
a40,A40,125.15246,46.115580,5.993421,129,trace
a40,A40,125.20239,46.115872,5.993913,129,trace
a40,A40,125.25235,46.116158,5.994413,130,trace
a40,A40,125.30234,46.116430,5.994929,130,trace
a40,A40,125.35226,46.116690,5.995457,130,trace
a40,A40,125.40214,46.116943,5.995992,130,trace
a40,A40,125.45194,46.117188,5.996535,129,trace
a40,A40,125.50161,46.117423,5.997087,130,trace
a40,A40,125.55114,46.117650,5.997646,130,trace
a40,A40,125.60050,46.117868,5.998213,130,trace
a40,A40,125.64958,46.118072,5.998790,130,trace
a40,A40,125.69984,46.118269,5.999372,130,trace
a40,A40,125.75110,46.118458,5.999960,130,trace
a40,A40,125.80014,46.118633,6.000557,125,trace
a40,A40,125.84938,46.118799,6.001159,122,trace
a40,A40,125.89879,46.118956,6.001766,118,trace
a40,A40,125.94836,46.119104,6.002378,115,trace
a40,A40,125.99807,46.119242,6.002994,111,trace
a40,A40,126.04796,46.119362,6.003619,107,trace
a40,A40,126.09793,46.119473,6.004246,104,trace
a40,A40,126.14793,46.119574,6.004878,101,trace
a40,A40,126.19796,46.119663,6.005513,97,trace
a40,A40,126.24793,46.119735,6.006152,93,trace
a40,A40,126.29757,46.119774,6.006797,88,trace
a40,A40,126.34666,46.119777,6.007445,85,trace
a40,A40,126.39579,46.119782,6.008093,77,trace
a40,A40,126.40562,46.119783,6.008223,74,trace
a40,A40,126.41544,46.119784,6.008352,70,trace
a40,A40,126.42526,46.119784,6.008482,67,trace
a40,A40,126.43508,46.119785,6.008611,64,trace
a40,A40,126.44489,46.119785,6.008741,58,trace
a40,A40,126.45472,46.119786,6.008871,51,trace
a40,A40,126.46455,46.119787,6.009000,43,trace
a40,A40,126.47439,46.119789,6.009130,38,trace
a40,A40,126.48425,46.119792,6.009259,35,trace
a40,A40,126.49412,46.119795,6.009389,31,trace
a40,A40,126.50401,46.119799,6.009518,32,trace
a40,A40,126.51391,46.119805,6.009648,35,trace
a40,A40,126.52385,46.119812,6.009777,41,trace
a40,A40,126.53381,46.119822,6.009906,47,trace
a40,A40,126.54380,46.119834,6.010034,51,trace
a40,A40,126.55379,46.119847,6.010162,54,trace
a40,A40,126.56378,46.119861,6.010290,59,trace
a40,A40,126.57378,46.119876,6.010418,64,trace
a40,A40,126.58379,46.119893,6.010545,69,trace
a40,A40,126.59379,46.119910,6.010672,71,trace
a40,A40,126.60380,46.119928,6.010800,73,trace
a40,A40,126.61380,46.119945,6.010927,76,trace
a40,A40,126.62381,46.119963,6.011054,78,trace
a40,A40,126.63382,46.119980,6.011181,80,trace
a40,A40,126.68384,46.120065,6.011817,90,trace
a40,A40,126.73464,46.120126,6.012459,98,trace
a40,A40,126.78502,46.120157,6.013105,105,trace
a40,A40,126.83488,46.120176,6.013752,110,trace
a40,A40,126.88474,46.120195,6.014400,114,trace
a40,A40,126.93462,46.120217,6.015047,117,trace
a40,A40,126.98452,46.120241,6.015694,119,trace
a40,A40,127.03446,46.120273,6.016340,121,trace
a40,A40,127.08442,46.120311,6.016986,122,trace
a40,A40,127.13439,46.120356,6.017631,124,trace
a40,A40,127.18437,46.120402,6.018275,126,trace
a40,A40,127.23435,46.120451,6.018919,127,trace
a40,A40,127.28433,46.120502,6.019563,128,trace
a40,A40,127.33430,46.120560,6.020206,129,trace
a40,A40,127.38425,46.120623,6.020847,129,trace
a40,A40,127.43418,46.120692,6.021488,129,trace
a40,A40,127.48407,46.120768,6.022126,129,trace
a40,A40,127.53387,46.120853,6.022762,130,trace
a40,A40,127.58240,46.120946,6.023396,130,trace
a40,A40,127.62842,46.121046,6.024028,130,trace
a40,A40,127.67651,46.121159,6.024655,130,trace
a40,A40,127.72506,46.121282,6.025278,130,trace
a40,A40,127.77390,46.121416,6.025897,130,trace
a40,A40,127.82319,46.121570,6.026505,130,trace
a40,A40,127.87267,46.121735,6.027108,130,trace
a40,A40,127.92231,46.121911,6.027704,130,trace
a40,A40,127.97217,46.122104,6.028289,130,trace
a40,A40,128.02211,46.122312,6.028864,130,trace
a40,A40,128.07209,46.122530,6.029430,130,trace
a40,A40,128.12208,46.122758,6.029988,130,trace
a40,A40,128.17201,46.122998,6.030536,130,trace
a40,A40,128.22189,46.123244,6.031078,130,trace
a40,A40,128.27171,46.123498,6.031613,130,trace
a40,A40,128.32143,46.123759,6.032140,130,trace
a40,A40,128.37106,46.124026,6.032661,130,trace
a40,A40,128.42060,46.124299,6.033176,130,trace
a40,A40,128.46996,46.124580,6.033681,130,trace
a40,A40,128.51917,46.124867,6.034179,130,trace
a40,A40,128.56808,46.125160,6.034671,129,trace
a40,A40,128.61602,46.125459,6.035154,130,trace
a40,A40,128.66531,46.125763,6.035632,129,trace
a40,A40,128.71507,46.126067,6.036108,129,trace
a40,A40,128.76481,46.126372,6.036584,129,trace
a40,A40,128.81450,46.126681,6.037055,130,trace
a40,A40,128.86414,46.126992,6.037521,130,trace
a40,A40,128.91372,46.127307,6.037984,129,trace
a40,A40,128.96335,46.127619,6.038450,130,trace
a40,A40,129.01303,46.127929,6.038920,130,trace
a40,A40,129.06276,46.128235,6.039394,130,trace
a40,A40,129.11261,46.128532,6.039880,130,trace
a40,A40,129.16251,46.128824,6.040373,130,trace
a40,A40,129.21245,46.129108,6.040874,130,trace
a40,A40,129.26243,46.129376,6.041394,130,trace
a40,A40,129.31233,46.129627,6.041931,130,trace
a40,A40,129.36211,46.129866,6.042479,130,trace
a40,A40,129.41171,46.130091,6.043041,130,trace
a40,A40,129.46086,46.130293,6.043619,130,trace
a40,A40,129.50965,46.130480,6.044208,130,trace
a40,A40,129.55820,46.130654,6.044806,130,trace
a40,A40,129.61103,46.130804,6.045417,130,trace
a40,A40,129.66145,46.130940,6.046034,130,trace
a40,A40,129.71026,46.131061,6.046658,130,trace
a40,A40,129.75954,46.131163,6.047289,130,trace
a40,A40,129.80913,46.131245,6.047926,130,trace
a40,A40,129.85890,46.131314,6.048566,130,trace
a40,A40,129.90884,46.131366,6.049210,130,trace
a40,A40,129.95884,46.131406,6.049856,130,trace
a40,A40,130.00886,46.131436,6.050502,130,trace
a40,A40,130.05889,46.131454,6.051150,129,trace
a40,A40,130.10888,46.131461,6.051798,129,trace
a40,A40,130.15886,46.131464,6.052446,129,trace
a40,A40,130.20883,46.131465,6.053094,129,trace
a40,A40,130.25870,46.131453,6.053742,129,trace
a40,A40,130.30850,46.131435,6.054390,129,trace
a40,A40,130.35824,46.131411,6.055037,129,trace
a40,A40,130.40792,46.131381,6.055684,130,trace
a40,A40,130.45756,46.131349,6.056330,130,trace
a40,A40,130.50711,46.131311,6.056976,130,trace
a40,A40,130.55654,46.131266,6.057621,129,trace
a40,A40,130.60848,46.131209,6.058263,129,trace
a40,A40,130.65910,46.131149,6.058906,129,trace
a40,A40,130.70761,46.131087,6.059548,130,trace
a40,A40,130.75638,46.131014,6.060187,129,trace
a40,A40,130.80550,46.130925,6.060822,129,trace
a40,A40,130.85491,46.130822,6.061453,130,trace
a40,A40,130.90459,46.130702,6.062077,130,trace
a40,A40,130.95444,46.130564,6.062694,130,trace
a40,A40,131.00438,46.130411,6.063303,130,trace
a40,A40,131.05438,46.130237,6.063900,130,trace
a40,A40,131.10428,46.130043,6.064485,130,trace
a40,A40,131.15404,46.129836,6.065060,130,trace
a40,A40,131.20362,46.129615,6.065624,130,trace
a40,A40,131.25304,46.129385,6.066180,130,trace
a40,A40,131.30245,46.129154,6.066737,130,trace
a40,A40,131.35188,46.128925,6.067294,130,trace
a40,A40,131.40132,46.128696,6.067851,130,trace
a40,A40,131.45076,46.128467,6.068409,130,trace
a40,A40,131.50021,46.128238,6.068967,130,trace
a40,A40,131.54968,46.128010,6.069525,129,trace
a40,A40,131.59284,46.127793,6.070092,129,trace
a40,A40,131.63471,46.127587,6.070668,130,trace
a40,A40,131.67995,46.127403,6.071259,129,trace
a40,A40,131.72645,46.127245,6.071865,130,trace
a40,A40,131.77371,46.127106,6.072481,130,trace
a40,A40,131.82173,46.126988,6.073106,129,trace
a40,A40,131.87075,46.126907,6.073744,130,trace
a40,A40,131.92010,46.126844,6.074385,130,trace
a40,A40,131.96973,46.126799,6.075030,130,trace
a40,A40,132.01967,46.126787,6.075677,130,trace
a40,A40,132.06962,46.126799,6.076325,130,trace
a40,A40,132.11951,46.126831,6.076971,130,trace
a40,A40,132.16918,46.126888,6.077614,130,trace
a40,A40,132.21833,46.126975,6.078249,130,trace
a40,A40,132.26696,46.127084,6.078877,130,trace
a40,A40,132.31489,46.127218,6.079496,129,trace
a40,A40,132.36174,46.127381,6.080100,130,trace
a40,A40,132.40786,46.127560,6.080694,130,trace
a40,A40,132.45305,46.127754,6.081278,130,trace
a40,A40,132.49256,46.127978,6.081839,129,trace
a40,A40,132.53832,46.128219,6.082386,129,trace
a40,A40,132.58811,46.128473,6.082920,129,trace
a40,A40,132.63774,46.128738,6.083444,130,trace
a40,A40,132.68737,46.129002,6.083968,128,trace
a40,A40,132.73700,46.129267,6.084492,127,trace
a40,A40,132.78663,46.129532,6.085015,126,trace
a40,A40,132.83624,46.129798,6.085537,126,trace
a40,A40,132.88588,46.130062,6.086061,126,trace
a40,A40,132.93554,46.130325,6.086587,125,trace
a40,A40,132.98524,46.130585,6.087115,125,trace
a40,A40,133.03505,46.130837,6.087652,125,trace
a40,A40,133.08496,46.131078,6.088198,125,trace
a40,A40,133.13497,46.131303,6.088759,125,trace
a40,A40,133.18495,46.131506,6.089337,125,trace
a40,A40,133.23485,46.131698,6.089923,125,trace
a40,A40,133.28460,46.131876,6.090518,125,trace
a40,A40,133.33379,46.132019,6.091132,125,trace
a40,A40,133.38302,46.132120,6.091763,125,trace
a40,A40,133.43226,46.132207,6.092398,125,trace
a40,A40,133.48151,46.132294,6.093034,125,trace
a40,A40,133.53076,46.132382,6.093670,125,trace
a40,A40,133.58028,46.132455,6.094309,125,trace
a40,A40,133.62997,46.132518,6.094951,125,trace
a40,A40,133.67967,46.132582,6.095592,125,trace
a40,A40,133.72940,46.132649,6.096233,125,trace
a40,A40,133.77931,46.132737,6.096869,125,trace
a40,A40,133.82922,46.132825,6.097504,125,trace
a40,A40,133.87913,46.132913,6.098140,125,trace
a40,A40,133.92905,46.133030,6.098765,125,trace
a40,A40,133.97898,46.133160,6.099386,125,trace
a40,A40,134.02890,46.133290,6.100006,125,trace
a40,A40,134.07883,46.133420,6.100627,125,trace
a40,A40,134.12871,46.133556,6.101244,125,trace
a40,A40,134.17856,46.133697,6.101859,125,trace
a40,A40,134.22845,46.133834,6.102477,125,trace
a40,A40,134.27831,46.133973,6.103093,125,trace
a40,A40,134.32818,46.134112,6.103709,125,trace
a40,A40,134.37805,46.134251,6.104325,125,trace
a40,A40,134.42790,46.134392,6.104941,125,trace
a40,A40,134.47777,46.134534,6.105556,125,trace
a40,A40,134.52765,46.134676,6.106171,125,trace
a40,A40,134.57753,46.134816,6.106787,125,trace
a40,A40,134.62740,46.134958,6.107402,125,trace
a40,A40,134.67729,46.135098,6.108018,125,trace
a40,A40,134.72721,46.135234,6.108635,125,trace
a40,A40,134.77715,46.135368,6.109254,125,trace
a40,A40,134.82705,46.135506,6.109871,125,trace
a40,A40,134.87694,46.135646,6.110487,125,trace
a40,A40,134.92686,46.135782,6.111104,125,trace
a40,A40,134.97682,46.135911,6.111725,125,trace
a40,A40,135.02682,46.136032,6.112349,125,trace
a40,A40,135.07683,46.136145,6.112976,125,trace
a40,A40,135.12683,46.136243,6.113609,125,trace
a40,A40,135.17671,46.136321,6.114247,125,trace
a40,A40,135.22649,46.136388,6.114888,125,trace
a40,A40,135.27621,46.136448,6.115531,125,trace
a40,A40,135.32605,46.136520,6.116170,123,trace
a40,A40,135.37593,46.136596,6.116809,120,trace
a40,A40,135.42580,46.136672,6.117448,116,trace
a40,A40,135.47561,46.136740,6.118089,113,trace
a40,A40,135.52582,46.136827,6.118725,111,trace
a40,A40,135.57583,46.136929,6.119356,108,trace
a40,A40,135.62572,46.137044,6.119982,105,trace
a40,A40,135.67554,46.137168,6.120605,102,trace
a40,A40,135.72536,46.137294,6.121227,100,trace
a40,A40,135.77520,46.137416,6.121851,98,trace
a40,A40,135.82508,46.137534,6.122477,96,trace
a40,A40,135.87504,46.137627,6.123111,91,trace
a40,A40,135.92499,46.137708,6.123748,88,trace
a40,A40,135.97490,46.137782,6.124388,78,trace
a40,A40,135.98487,46.137794,6.124516,75,trace
a40,A40,135.99483,46.137805,6.124645,71,trace
a40,A40,136.00476,46.137814,6.124774,65,trace
a40,A40,136.01469,46.137822,6.124903,59,trace
a40,A40,136.02466,46.137836,6.125031,56,trace
a40,A40,136.03465,46.137852,6.125158,54,trace
a40,A40,136.04463,46.137872,6.125285,54,trace
a40,A40,136.05460,46.137895,6.125410,58,trace
a40,A40,136.06454,46.137905,6.125539,61,trace
a40,A40,136.07449,46.137915,6.125667,64,trace
a40,A40,136.08444,46.137925,6.125796,68,trace
a40,A40,136.09438,46.137935,6.125925,71,trace
a40,A40,136.10433,46.137945,6.126054,73,trace
a40,A40,136.11430,46.137956,6.126182,75,trace
a40,A40,136.12426,46.137969,6.126311,76,trace
a40,A40,136.13424,46.137982,6.126439,78,trace
a40,A40,136.14421,46.137995,6.126567,79,trace
a40,A40,136.15419,46.138010,6.126695,80,trace
a40,A40,136.16418,46.138031,6.126821,80,trace
a40,A40,136.17417,46.138052,6.126947,80,trace
a40,A40,136.18414,46.138064,6.127076,80,trace
a40,A40,136.19411,46.138076,6.127204,79,trace
a40,A40,136.20408,46.138089,6.127333,79,trace
a40,A40,136.21406,46.138102,6.127461,78,trace
a40,A40,136.22404,46.138116,6.127589,78,trace
a40,A40,136.23402,46.138130,6.127717,78,trace
a40,A40,136.24400,46.138144,6.127845,78,trace
a40,A40,136.25398,46.138159,6.127973,77,trace
a40,A40,136.26397,46.138174,6.128101,77,trace
a40,A40,136.27395,46.138188,6.128229,77,trace
a40,A40,136.28393,46.138202,6.128357,77,trace
a40,A40,136.29392,46.138220,6.128484,77,trace
a40,A40,136.30391,46.138238,6.128611,77,trace
a40,A40,136.31390,46.138259,6.128737,76,trace
a40,A40,136.32389,46.138280,6.128863,75,trace
a40,A40,136.33388,46.138301,6.128989,74,trace
a40,A40,136.34387,46.138322,6.129115,72,trace
a40,A40,136.35386,46.138343,6.129241,72,trace
a40,A40,136.36384,46.138366,6.129366,71,trace
a40,A40,136.37382,46.138387,6.129492,70,trace
a40,A40,136.38381,46.138409,6.129618,69,trace
a40,A40,136.39379,46.138431,6.129744,68,trace
a40,A40,136.40378,46.138454,6.129869,67,trace
a40,A40,136.41375,46.138477,6.129994,67,trace
a40,A40,136.42372,46.138501,6.130119,66,trace
a40,A40,136.43371,46.138524,6.130245,65,trace
a40,A40,136.44369,46.138545,6.130371,66,trace
a40,A40,136.45368,46.138561,6.130498,69,trace
a40,A40,136.46360,46.138571,6.130627,72,trace
a40,A40,136.47342,46.138573,6.130756,74,trace
a40,A40,136.48326,46.138587,6.130883,76,trace
a40,A40,136.49312,46.138613,6.131008,78,trace
a40,A40,136.50298,46.138638,6.131132,80,trace
a40,A40,136.51284,46.138664,6.131256,81,trace
a40,A40,136.56231,46.138788,6.131879,91,trace
a40,A40,136.61218,46.138897,6.132508,101,trace
a40,A40,136.66189,46.138991,6.133141,108,trace
a40,A40,136.71124,46.139062,6.133781,112,trace
a40,A40,136.75995,46.139104,6.134427,115,trace
a40,A40,136.80829,46.139133,6.135073,119,trace
a40,A40,136.85642,46.139154,6.135721,121,trace
a40,A40,136.90451,46.139173,6.136369,122,trace
a40,A40,136.95266,46.139195,6.137016,123,trace
a40,A40,137.00103,46.139224,6.137663,124,trace
a40,A40,137.04970,46.139265,6.138308,125,trace
a40,A40,137.09902,46.139334,6.138949,125,trace
a40,A40,137.14882,46.139442,6.139577,125,trace
a40,A40,137.19864,46.139592,6.140185,125,trace
a40,A40,137.24820,46.139791,6.140766,125,trace
a40,A40,137.29602,46.140052,6.141293,125,trace
a40,A40,137.34185,46.140350,6.141776,125,trace
a40,A40,137.38557,46.140680,6.142214,126,trace
a40,A40,137.42611,46.141045,6.142591,125,trace
a40,A40,137.46605,46.141432,6.142919,125,trace
a40,A40,137.50954,46.141829,6.143223,125,trace
a40,A40,137.55899,46.142232,6.143509,125,trace
a40,A40,137.60848,46.142634,6.143797,125,trace
a40,A40,137.65807,46.143033,6.144095,125,trace
a40,A40,137.70778,46.143427,6.144406,125,trace
a40,A40,137.75770,46.143811,6.144742,125,trace
a40,A40,137.80766,46.144178,6.145115,124,trace
a40,A40,137.85749,46.144530,6.145516,124,trace
a40,A40,137.90712,46.144866,6.145946,125,trace
a40,A40,137.95641,46.145188,6.146398,125,trace
a40,A40,138.00563,46.145508,6.146853,125,trace
a40,A40,138.05485,46.145827,6.147310,125,trace
a40,A40,138.10413,46.146149,6.147762,124,trace
a40,A40,138.15370,46.146483,6.148195,122,trace
a40,A40,138.20350,46.146831,6.148604,119,trace
a40,A40,138.25345,46.147195,6.148982,116,trace
a40,A40,138.30337,46.147578,6.149321,112,trace
a40,A40,138.35264,46.147985,6.149595,109,trace
a40,A40,138.40296,46.148396,6.149856,108,trace
a40,A40,138.44916,46.148809,6.150113,108,trace
a40,A40,138.49156,46.149218,6.150379,109,trace
a40,A40,138.53521,46.149618,6.150673,112,trace
a40,A40,138.58068,46.150001,6.151013,116,trace
a40,A40,138.62798,46.150357,6.151407,118,trace
a40,A40,138.67660,46.150682,6.151851,120,trace
a40,A40,138.72621,46.150973,6.152344,121,trace
a40,A40,138.77623,46.151219,6.152886,123,trace
a40,A40,138.82563,46.151412,6.153470,124,trace
a40,A40,138.87436,46.151574,6.154074,124,trace
a40,A40,138.92237,46.151709,6.154692,125,trace
a40,A40,138.96991,46.151830,6.155317,125,trace
a40,A40,139.01741,46.151950,6.155941,125,trace
a40,A40,139.06509,46.152076,6.156564,125,trace
a40,A40,139.11332,46.152218,6.157179,125,trace
a40,A40,139.16237,46.152390,6.157777,125,trace
a40,A40,139.21183,46.152583,6.158362,124,trace
a40,A40,139.26160,46.152795,6.158933,122,trace
a40,A40,139.31156,46.153026,6.159489,112,trace
a40,A40,139.36153,46.153260,6.160043,109,trace
a40,A40,139.41200,46.153494,6.160596,106,trace
a40,A40,139.46204,46.153727,6.161151,105,trace
a40,A40,139.51107,46.153959,6.161706,105,trace
a40,A40,139.56006,46.154192,6.162260,108,trace
a40,A40,139.60919,46.154420,6.162819,108,trace
a40,A40,139.65851,46.154639,6.163385,111,trace
a40,A40,139.70801,46.154848,6.163959,115,trace
a40,A40,139.75763,46.155050,6.164538,118,trace
a40,A40,139.80735,46.155243,6.165124,119,trace
a40,A40,139.85726,46.155416,6.165722,120,trace
a40,A40,139.90721,46.155573,6.166329,122,trace
a40,A40,139.95713,46.155715,6.166944,123,trace
a40,A40,140.00699,46.155842,6.167566,124,trace
a40,A40,140.05670,46.155953,6.168194,124,trace
a40,A40,140.10628,46.156053,6.168826,124,trace
a40,A40,140.15569,46.156143,6.169462,124,trace
a40,A40,140.20487,46.156220,6.170100,125,trace
a40,A40,140.25399,46.156294,6.170740,122,trace
a40,A40,140.30302,46.156363,6.171381,120,trace
a40,A40,140.35205,46.156427,6.172022,119,trace
a40,A40,140.40130,46.156480,6.172666,120,trace
a40,A40,140.45055,46.156531,6.173311,119,trace
a40,A40,140.49975,46.156579,6.173955,117,trace
a40,A40,140.54894,46.156626,6.174600,116,trace
a40,A40,140.59814,46.156675,6.175245,114,trace
a40,A40,140.64741,46.156726,6.175889,114,trace
a40,A40,140.69675,46.156781,6.176532,115,trace
a40,A40,140.74621,46.156844,6.177174,115,trace
a40,A40,140.79582,46.156916,6.177814,116,trace
a40,A40,140.84561,46.157002,6.178451,117,trace
a40,A40,140.89555,46.157107,6.179081,117,trace
a40,A40,140.94554,46.157228,6.179705,117,trace
a40,A40,140.99554,46.157365,6.180323,117,trace
a40,A40,141.04548,46.157516,6.180934,117,trace
a40,A40,141.09516,46.157692,6.181530,118,trace
a40,A40,141.14449,46.157887,6.182113,119,trace
a40,A40,141.19343,46.158100,6.182684,120,trace
a40,A40,141.24193,46.158329,6.183242,120,trace
a40,A40,141.28957,46.158582,6.183778,120,trace
a40,A40,141.33596,46.158846,6.184302,120,trace
a40,A40,141.38316,46.159118,6.184818,120,trace
a40,A40,141.43310,46.159394,6.185329,120,trace
a40,A40,141.48305,46.159671,6.185840,120,trace
a40,A40,141.53299,46.159949,6.186350,120,trace
a40,A40,141.58293,46.160227,6.186859,120,trace
a40,A40,141.63286,46.160506,6.187367,120,trace
a40,A40,141.68281,46.160783,6.187877,120,trace
a40,A40,141.73275,46.161061,6.188387,120,trace
a40,A40,141.78270,46.161337,6.188899,120,trace
a40,A40,141.83267,46.161610,6.189414,120,trace
a40,A40,141.88266,46.161868,6.189945,120,trace
a40,A40,141.93258,46.162111,6.190489,120,trace
